id,timestamp,longitude,latitude,description,geometry
0,1994/05/13 00:00:00+00,-121.8053,48.64056,Report 60: Missing Cattle and large footprints found Class B; Skagit County,POINT (-121.8053 48.64056)
1052,2015/06/23 00:00:00+00,-74.68758,41.29453,Report 49096: Campers have possible encounter while staying in High Point State Park Class B; Sussex County,POINT (-74.68758 41.29453)
1053,2015/10/02 00:00:00+00,-74.79077,40.89452,Report 49883: Recollection of a possible late night stalking on Waterloo Road in Allamuchy Class B; Warren County,POINT (-74.79076999999999 40.89452)
1054,2016/11/16 00:00:00+00,-74.69759,39.22348,(New)            Report 55961: Men see upright creature walking in front of a home at dusk near Ocean City Class B; Cape May County,POINT (-74.69759000000001 39.22348)
1055,2005/12/11 00:00:00+00,-74.4611,40.478,Report 2271: Night time sighting by New Brunswick resident near Lawrence Brook Class A; Middlesex County,POINT (-74.4611 40.478)
1056,2004/04/23 00:00:00+00,-74.6215,40.7446,"Report 2750: Driving along a secluded road at night, couple's car almost strikes creature crossing road Class A; Somerset County",POINT (-74.6215 40.7446)
1057,1971/10/16 00:00:00+00,-74.2918,40.8959,"Report 10046: Small group observed in a remote part of Essex County Swamp, around noon. Class A; Essex County",POINT (-74.29179999999999 40.8959)
1058,2005/12/10 00:00:00+00,-74.321,41.08335,Report 10918: Hunter has early morning encounter 8 miles north of Riverdale Class A; Passaic County,POINT (-74.321 41.08335)
1059,2005/12/10 00:00:00+00,-74.68135,40.16465,Report 11168: Late night sighting by motorists in Crosswicks Class A; Burlington County,POINT (-74.68134999999999 40.16465)
1060,2005/12/10 00:00:00+00,-74.3249,40.9934,"Report 12065: Group observes animal in daylight, one mile from Federal Hill near Riverdale Class A; Morris County",POINT (-74.3249 40.9934)
1061,2006/03/09 00:00:00+00,-74.3749,39.7962,Report 13515: Late afternoon sighting in the Pine Barrens Class A; Burlington County,POINT (-74.3749 39.7962)
1062,1998/07/15 00:00:00+00,-74.43445,39.60835,"Report 14143: Night sighting by motorists near Garden State Parkway, exit 52 Class A; Burlington County",POINT (-74.43445 39.60835)
1063,1997/11/15 00:00:00+00,-74.59959,41.14652,"Report 16701: Nighttime encounter at a garbage dumpster in Hamburg, near the Delware Water Gap. Class A; Sussex County",POINT (-74.59959000000001 41.14652)
1064,2007/03/31 00:00:00+00,-74.85561,40.8192,Report 17550: Nighttime sighting by motorist near Mansfield Class A; Warren County,POINT (-74.85561 40.8192)
1065,1977/06/03 00:00:00+00,-74.72261,40.18478,Report 22905: Man recalls sighting as a young boy on his way to go fishing in John A. Roebling Park near Bordentown Class A; Mercer County,POINT (-74.72261 40.18478)
1066,2013/02/15 00:00:00+00,-74.57013,41.01941,Report 29139: Afternoon sighting while hiking at Mahlon Dickerson Reservation Class A; Morris County,POINT (-74.57013000000001 41.01941)
1067,1977/07/09 00:00:00+00,-74.80315,41.13498,Report 29336: Recollection of a late night road crossing while driving near Branchville Class A; Sussex County,POINT (-74.80315 41.13498)
1068,1988/10/15 00:00:00+00,-74.53322,41.02176,Report 43758: Hunter recalls his observation of a dark figure crawling on a family farm near Markton Class A; Jefferson County,POINT (-74.53322 41.02176)
1069,2014/05/12 00:00:00+00,-87.5321,41.4811,Report 42150: Possible footprint and handprint found in Plum Creek Play Meadow - Forest Preserve  Class B; Cook County,POINT (-87.5321 41.4811)
1070,2005/01/26 00:00:00+00,-86.911,40.9847,Report 7239: Footprint found in the snow near Francesville. Class B; Pulaski County,POINT (-86.911 40.9847)
1071,2004/06/12 00:00:00+00,-86.23506,38.4191,Report 10284: Vocalizations heard and rocks thrown at fisherman and family on Blue River Class B; Crawford County,POINT (-86.23506 38.4191)
1072,2006/05/30 00:00:00+00,-86.19055,38.43235,Report 14845: Possible vocalizations heard near Fredericksburg Class B; Washington County,POINT (-86.19055 38.43235)
1073,2006/07/06 00:00:00+00,-86.05825,39.2152,Report 15119: Possible indicative sounds heard near Camp Atterbury Military Reservation Class B; Bartholomew County,POINT (-86.05825 39.2152)
1074,2006/07/02 00:00:00+00,-87.41805,38.1579,"Report 15374: Possible vocalizations outside of Elberfeld, Indiana Class B; Warrick County",POINT (-87.41804999999999 38.1579)
1075,1990/07/01 00:00:00+00,-85.5045,40.7219,Report 15926: Possible vocalization/intimidation at Ouabache State Park Class B; Wells County,POINT (-85.50449999999999 40.7219)
1076,1982/08/01 00:00:00+00,-85.01295,39.06565,Report 23537: Possible camp stalking and strange sounds heard near Moore's Hill Class B; Dearborn County,POINT (-85.01295 39.06565)
1077,1992/10/20 00:00:00+00,-85.84489,38.73725,Report 24862: Experienced bow hunter recalls being scared by an unknown scream/howl near Austin Class B; Scott County,POINT (-85.84489000000001 38.73725)
1078,2008/12/01 00:00:00+00,-86.81714,39.74356,Report 25237: Father and son hear possible vocalizations and knocks on their property west of Indianapolis Class B; Putnam County,POINT (-86.81713999999999 39.74356)
1079,2006/08/01 00:00:00+00,-86.93636,39.72848,Report 25869: Fisherman hears strange grunts and moans near Glenn Flint Lake Class B; Putnam County,POINT (-86.93635999999999 39.72848)
1080,2009/07/01 00:00:00+00,-87.08955,39.9347,Report 27274: Possible vocalizations heard near Shades State Park Class B; Montgomery County,POINT (-87.08955 39.9347)
1081,2010/07/10 00:00:00+00,-87.0796,40.38335,Report 27976: Strange vocalization heard while calling for a kitten on the Wabash River Class B; Tippecanoe County,POINT (-87.0796 40.38335)
1082,1975/10/01 00:00:00+00,-85.3149,39.98705,Report 28453: Reliable military man describes childhood memory: Coon hounds flee a possible sasquatch 13 miles south of Muncie Class B; Henry County,POINT (-85.31489999999999 39.98705)
1083,2002/07/01 00:00:00+00,-85.57069,40.74765,Report 28797: Fishing couple describes possible rock throwing on reservoir 10 miles south of Huntington Class B; Huntington County,POINT (-85.57069 40.74765)
1084,2009/10/22 00:00:00+00,-86.49139,39.02502,"Report 28861: Loud, early morning vocalizations heard by duck hunters near Lake Monroe Class B; Monroe County",POINT (-86.49139 39.02502)
1085,2010/10/05 00:00:00+00,-85.95914,38.39027,Report 29386: Friends experience possible intimidation outside of Greenville Class B; Floyd County,POINT (-85.95914 38.39027)
1086,2006/10/01 00:00:00+00,-86.38894,39.04744,Report 29674: Possible encounter while backpacking in the Hoosier National Forest Class B; Monroe County,POINT (-86.38894000000001 39.04744)
1087,2011/07/09 00:00:00+00,-86.4324,39.3804,Report 29891: Possible encounter experienced by a family while fishing at Prather Lake Class B; Morgan County,POINT (-86.4324 39.3804)
1088,2015/08/08 00:00:00+00,-86.3356,39.17909,Report 49480: Campers hear possible vocalizations on Yellowwood Lake Class B; Brown County,POINT (-86.3356 39.17909)
1089,2003/09/06 00:00:00+00,-87.47077,40.34057,Report 14404: Several sightings and strange occurences near a residence west of Goodwine Class A; Iroquois County,POINT (-87.47077 40.34057)
1090,1973/09/08 00:00:00+00,-86.1512,40.18,Report 6094: Child has sighting in cornfield near Sheridan. Class A; Hamilton County,POINT (-86.1512 40.18)
1091,2003/10/11 00:00:00+00,-85.7037,41.3382,Report 8438: Youths have nighttime sighting near North Webster Class A; Kosciusko County,POINT (-85.7037 41.3382)
1092,2005/01/22 00:00:00+00,-86.5945,41.062,Report 9245: Family has several sightings at a summer cabin near Winamac.  Class A; Pulaski County,POINT (-86.5945 41.062)
1093,2005/01/21 00:00:00+00,-85.61,39.3579,Report 9642: Motorist has daylight sighting of two animals east of Waubee Lake.  Class A; Kosciusko County,POINT (-85.61 39.3579)
1094,2005/01/23 00:00:00+00,-85.8486,39.365,Report 10153: Motorist has nighttime sighting of animal in soybean field near Flat Rock Class A; Shelby County,POINT (-85.8486 39.365)
1095,1973/07/10 00:00:00+00,-86.1084,40.0403,Report 10538: Youths have daylight sighting near Westfield Class A; Hamilton County,POINT (-86.1084 40.0403)
1096,1999/06/12 00:00:00+00,-86.161,39.4862,Report 10678: Youth has daylight sighting near New Pekin. Class A; Washington County,POINT (-86.161 39.4862)
1097,2002/05/11 00:00:00+00,-86.11,39.38,Report 13242: Hunter has daylight sighting near Nineveh Class A; Johnson County,POINT (-86.11 39.38)
1098,1937/08/16 00:00:00+00,-87.3203,38.01,Report 14336: Old newspaper article (The Hammond Times) mentioning sightings near Boonville Class A; Warrick County,POINT (-87.3203 38.01)
1099,1997/10/01 00:00:00+00,-87.23335,39.8679,Report 19588: Nighttime sighting by motorists near Turkey Run State Park Class A; Parke County,POINT (-87.23335 39.8679)
1100,1979/11/01 00:00:00+00,-86.57665,39.01166,Report 21821: Daytime Sighting by Caver West of Lake Monroe Class A; Monroe County,POINT (-86.57665 39.01166)
1101,1988/11/30 00:00:00+00,-86.46065,39.32117,Report 24815: Man recalls his observation of a creature crossing a road while hunting in the Morgan-Monroe State Forest Class A; Monroe County,POINT (-86.46065 39.32117)
1102,1981/06/15 00:00:00+00,-86.64338,38.12318,Report 25189: Husband and wife recall daytime sighting while their boys swam in Tipsaw Lake near Leopold Class A; Perry County,POINT (-86.64337999999999 38.12318)
1103,1984/08/01 00:00:00+00,-84.971,39.17295,Report 25454: Man remembers observing creature taking food while camping near Manchester Class A; Dearborn County,POINT (-84.971 39.17295)
1104,1997/08/01 00:00:00+00,-86.25349,38.6899,Report 25793: Campers have campsite visitor on two separate occasions near Campbellsburg Class A; Washington County,POINT (-86.25349 38.6899)
1105,1975/07/15 00:00:00+00,-85.69739,40.54919,Report 26587: Woman recalls afternoon sighting near the outskirts of Marion. Class A; Grant County,POINT (-85.69739 40.54919)
1106,1997/11/01 00:00:00+00,-85.3532,40.8179,Report 28803: Hunter has possible encounter near Huntington Reservoir Class A; Huntington County,POINT (-85.3532 40.8179)
1107,1977/06/15 00:00:00+00,-85.5481,39.45697,Report 29032: Memory told of a mid-afternoon encounter along the Flatrock River Class A; Decatur County,POINT (-85.54810000000001 39.45697)
1108,2008/09/20 00:00:00+00,-87.13843,37.83837,Report 49467: ATV rider has close encounter at night near Patronville (with an artist's sketch) Class A; Spencer County,POINT (-87.13843 37.83837)
1109,2006/10/18 00:00:00+00,-86.0,40.16471,Report 16308: Man describes sighting during teen years in Alaire State Park Class A; Monmouth County,POINT (-86 40.16471)
1110,1970/09/01 00:00:00+00,-119.975,39.592,Report 5692: Father and son hear vocalizations on Peavine Mt Class B; Washoe County,POINT (-119.975 39.592)
1111,1972/08/25 00:00:00+00,-119.6665,39.679,Report 5770: Four feral dogs chase sasquatch Class B; Washoe County,POINT (-119.6665 39.679)
1112,2005/02/15 00:00:00+00,-118.1806,40.52737,Report 20780: Hikers spot a dark figure walking on a snowy mountainside near Winnemucca Class B; Humboldt County,POINT (-118.1806 40.52737)
1113,1980/09/15 00:00:00+00,-119.6564,39.29056,Report 3455: Two security guards see a creature outside of Gold Hill Class A; Storey County,POINT (-119.6564 39.29056)
1114,1972/08/15 00:00:00+00,-119.6665,39.679,Report 5697: Three boys encounter sasquatch in eroded terrain Class A; Washoe County,POINT (-119.6665 39.679)
1115,1984/09/15 00:00:00+00,-119.8458,39.00056,Report 5909: Two Hikers Have Close Encounter Near Genoa Class A; Douglas County,POINT (-119.8458 39.00056)
1116,2004/10/15 00:00:00+00,-118.325,37.8583,Report 22386: Daylight sighting by Reno police officer and two friends on Boundary Peak Mtn. Class A; Esmeralda County,POINT (-118.325 37.8583)
1117,1988/10/19 00:00:00+00,-111.2186,39.64175,Report 177: Elk hunters hear screams in remote canyon below Class B; Emery County,POINT (-111.2186 39.64175)
1118,1982/10/31 00:00:00+00,-111.6068,40.25622,Report 10024: Deer hunter finds a series of footprints on Y Mountain. Class B; Utah County,POINT (-111.6068 40.25622)
1119,2004/07/05 00:00:00+00,-111.63,40.42,Report 11324: Family finds footprint while hiking near Aspen Grove. Class B; Utah County,POINT (-111.63 40.42)
1120,2005/08/02 00:00:00+00,-110.0,40.65,Report 12289: Possible early morning vocalizations in the Uinta mountains. Class B; Uintah County,POINT (-110 40.65)
1121,2004/08/10 00:00:00+00,-109.75,40.9,Report 12396: Possible vocalization heard near Hoop Lake. Class B; Daggett County,POINT (-109.75 40.9)
1122,2005/08/15 00:00:00+00,-111.23,39.48,Report 14732: Possible vocalizations heard near Huntington Reservoir Class B; Sanpete County,POINT (-111.23 39.48)
1123,2006/10/15 00:00:00+00,-111.625,40.9,Report 16744: Possible vocalizations heard near East Canyon Reservoir Class B; Morgan County,POINT (-111.625 40.9)
1124,1989/10/03 00:00:00+00,-109.725,40.915,Report 17195: Possible vocalizations heard by elk hunters in the Uintah Mountains (north slope) Class B; Daggett County,POINT (-109.725 40.915)
1125,2007/07/09 00:00:00+00,-109.575,40.75,Report 17259: Possible morning vocalizations heard north of Vernal. Class B; Uintah County,POINT (-109.575 40.75)
1126,2003/03/15 00:00:00+00,-111.5986,40.26705,"Report 17265: Possible bigfoot scream heard by hikers in Rock Canyon, in the Wasatch Mountains Class B; Utah County",POINT (-111.5986 40.26705)
1127,2001/06/13 00:00:00+00,-110.825,40.825,Report 18056: Possible late night sighting by camper near the UT/WY border Class B; Summit County,POINT (-110.825 40.825)
1128,1986/07/19 00:00:00+00,-110.9325,40.77988,"Report 19983: Fisherman describes possible howls and camp stalking at Round Lake, Uinta Mountains Class B; Summit County",POINT (-110.9325 40.77988)
1129,1978/10/07 00:00:00+00,-111.6149,41.6359,Report 20254: Possible interacting vocalizations heard by hunter near Hyrum Class B; Cache County,POINT (-111.6149 41.6359)
1130,1985/08/17 00:00:00+00,-110.8139,40.61087,"Report 20430: Possible camp stalking at Betsy Lake, Grandaddy Basin, Uinta Mountains  Class B; Duchesne County",POINT (-110.8139 40.61087)
1131,2007/08/22 00:00:00+00,-110.3583,40.61125,Report 21162: Possible vocalizations heard from the Swift Creek Campground on the south slope of the Uintas Class B; Duchesne County,POINT (-110.3583 40.61125)
1132,2007/08/31 00:00:00+00,-111.5833,41.41125,Report 21613: Grandson relates grandparents' accounts in the Wasatch-Cache National Forest Class B; Weber County,POINT (-111.5833 41.41125)
1133,1998/01/31 00:00:00+00,-111.6956,40.34937,Report 23291: Possible sighting at the base of Mount Timpanogos (west side of the mountain) Class B; Utah County,POINT (-111.6956 40.34937)
1134,2006/09/07 00:00:00+00,-111.6348,41.49955,Report 23908: Camper describes possible stalking at a camp near Scare Canyon Class B; Cache County,POINT (-111.6348 41.49955)
1135,1988/09/04 00:00:00+00,-111.6631,38.8204,Report 24530: Possible protest attack on an elk hunter's camper (vehicle) in Fishlake National Forest Class B; Sevier County,POINT (-111.6631 38.8204)
1136,1996/08/22 00:00:00+00,-111.1339,39.58375,Report 24602: Bow-hunters near Huntington Canyon hear yelling creature approach their camp from a distance at night Class B; Emery County,POINT (-111.1339 39.58375)
1137,1977/08/22 00:00:00+00,-111.8189,40.9744,Report 25233: Bowhunter recalls hearing possible intimidation at night while returning to camp in Farmington Canyon Class B; Morgan County,POINT (-111.8189 40.9744)
1138,1964/08/01 00:00:00+00,-111.6508,40.60779,Report 28095: Man recalls possible encounter at a family cabin in Big Cottonwood Canyon outside Salt Lake City Class B; Salt Lake County,POINT (-111.6508 40.60779)
1139,2009/07/11 00:00:00+00,-110.8055,40.60353,Report 29148: Backpackers startle a figure with long white/blonde hair watching Boy Scouts at Grandaddy Lake Class B; Duchesne County,POINT (-110.8055 40.60353)
1140,1978/08/16 00:00:00+00,-109.3125,37.75705,Report 33098: Man recalls his encounter that included stomping and tree shaking at Dodge Point Class B; San Juan County,POINT (-109.3125 37.75705)
1141,1970/07/17 00:00:00+00,-112.1402,40.4871,Report 38797: Woman recalls childhood experience of a terrifying night-time encounter while camping near Kennecott Copper mine Class B; Salt Lake County,POINT (-112.1402 40.4871)
1142,1994/05/19 00:00:00+00,-111.3481,37.8058,Report 2115: White creature in Utah desert exhibits scouting behavior on ridge above hikers Class A; Garfield County,POINT (-111.3481 37.8058)
1143,1996/05/04 00:00:00+00,-111.6992,40.3857,Report 2352: Hiker has daylight sighting in Grove Creek Canyon Class A; Utah County,POINT (-111.6992 40.3857)
1144,1977/09/15 00:00:00+00,-110.9315,40.028,"Report 3022: Nighttime encounter with campers near Duchesne, in Timber Canyon Class A; Wasatch County",POINT (-110.9315 40.028)
1145,1962/05/01 00:00:00+00,-111.75,41.5,Report 9962: Daylight sighting off Highway 89 in the Wasatch Mountains. Class A; Weber County,POINT (-111.75 41.5)
1146,2004/12/25 00:00:00+00,-109.9,40.5,"Report 10123: Night time road crossing northwest of Vernal,  Utah. Class A; Uintah County",POINT (-109.9 40.5)
1147,2006/08/15 00:00:00+00,-112.35,38.225,"Report 15336: Daytime sighting at Labaron Lake, Fishlake National Forest. Class A; Beaver County",POINT (-112.35 38.225)
1148,1977/10/19 00:00:00+00,-111.4988,41.43135,Report 16470: Husband and wife recall daylight sighting while scouting for deer near Cave Spring off of Monte Cristo Class A; Cache County,POINT (-111.4988 41.43135)
1149,1997/11/20 00:00:00+00,-112.5,38.0,Report 17287: Evening road crossing north of Panquitch. Class A; Garfield County,POINT (-112.5 38)
1150,2005/09/14 00:00:00+00,-111.5447,40.0445,Report 23264: Husband and wife looking at fall colors have daytime sighting in Spanish Fork Canyon area Class A; Utah County,POINT (-111.5447 40.0445)
1151,1999/09/20 00:00:00+00,-111.5281,41.5343,Report 23822: ATV riders descibe dusk encounter in the Monte Cristo Range Class A; Cache County,POINT (-111.5281 41.5343)
1152,2004/10/15 00:00:00+00,-111.0837,40.92128,Report 25154: Two elk hunters & tall bipedal creature startle each other at Chalk Creek east of Coalville Class A; Summit County,POINT (-111.0837 40.92128)
1153,2008/12/07 00:00:00+00,-109.5143,40.86765,Report 25265: Man watches a bigfoot in his headlights near Flaming Gorge Class A; Daggett County,POINT (-109.5143 40.86765)
1154,2002/02/13 00:00:00+00,-113.7382,37.182,"Report 26179: Large, bipedal animal crosses road in front of couple near Santa Clara River Class A; Washington County",POINT (-113.7382 37.182)
1155,2006/10/21 00:00:00+00,-112.0179,41.7086,Report 26948: Daylight sighting by hunter near rural homes in the Wellsville Mountains Class A; Cache County,POINT (-112.0179 41.7086)
1156,2005/01/05 00:00:00+00,-111.5333,41.96181,Report 29013: Driver sees a Bigfoot cross the road while snowplowing Logan Canyon Class A; Cache County,POINT (-111.5333 41.96181)
1157,2004/03/04 00:00:00+00,-111.8038,40.91689,Report 29690: Driver and passengers have late night sighting on mountain road in Bountiful Canyon Class A; Davis County,POINT (-111.8038 40.91689)
1158,1932/01/01 00:00:00+00,-120.0,39.80751,Report 24102: Recollections of numerous encounters at a logging camp during the Great Depression  Class B; Buchanan County,POINT (-120 39.80751)
1159,1981/02/15 00:00:00+00,-117.1564,32.71528,Report 2779: A Local Writer Discusses Her Experiences Pursuing Local Reports and Legends Class C; San Diego County,POINT (-117.1564 32.71528)
1160,1988/10/01 00:00:00+00,-119.6436,37.35944,Report 83: Early dawn sighting by hunters near Bass Lake Class A; Madera County,POINT (-119.6436 37.35944)
1161,2000/06/15 00:00:00+00,-119.9833,38.93333,Report 147: Sound reports from resident in South Lake Tahoe Class A; El Dorado County,POINT (-119.9833 38.93333)
1162,2000/09/23 00:00:00+00,-120.0914,38.9575,Report 353: Night sighting by two motorists near Lake Tahoe Class A; El Dorado County,POINT (-120.0914 38.9575)
1163,1957/06/01 00:00:00+00,-124.1625,40.80222,Report 528: Three children have daytime sighting near Eureka Class A; Humboldt County,POINT (-124.1625 40.80222)
1164,1997/11/15 00:00:00+00,-119.836,38.28085,"Report 615: Sighting by woman in Eagle Meadow, above Strawberry Class A; Tuolumne County",POINT (-119.836 38.28085)
1165,1968/11/01 00:00:00+00,-121.9139,40.33556,Report 849: Girl has daytime sighting near Payne's Creek Class A; Tehama County,POINT (-121.9139 40.33556)
1166,1997/12/18 00:00:00+00,-119.2119,37.23389,Report 865: Two 4-wheelers have night sighting above Huntington Lake Class A; Fresno County,POINT (-119.2119 37.23389)
1167,1994/06/01 00:00:00+00,-119.9065,38.17677,Report 868: Campers have sighting above Pinecrest Class A; Tuolumne County,POINT (-119.9065 38.17677)
1168,1974/06/01 00:00:00+00,-120.6781,41.41,Report 875: Man has sighting near Alturas Class A; Modoc County,POINT (-120.6781 41.41)
1169,2000/07/01 00:00:00+00,-120.205,38.93,Report 913: Hikers see creature in Desolation Wilderness Class A; El Dorado County,POINT (-120.205 38.93)
1170,1996/04/10 00:00:00+00,-119.9833,38.93333,Report 919: Car passenger has nighttime sighting near Lake Tahoe Class A; El Dorado County,POINT (-119.9833 38.93333)
1171,1993/04/01 00:00:00+00,-120.1358,38.86,Report 1055: Two hikers have morning sighting in the Desolation Wilderness Class A; El Dorado County,POINT (-120.1358 38.86)
1172,1995/10/29 00:00:00+00,-118.9975,37.35861,Report 1068: Two fisherman have daytime sighting above Huntington Lake Class A; Fresno County,POINT (-118.9975 37.35861)
1173,1978/08/01 00:00:00+00,-120.1877,38.06615,Report 1090: Girl has daytime sighting near Twain Harte Class A; Tuolumne County,POINT (-120.1877 38.06615)
1174,1955/08/01 00:00:00+00,-118.8489,36.10222,Report 1229: Boy Scout has late night sighting above Porterville Class A; Tulare County,POINT (-118.8489 36.10222)
1175,1978/07/30 00:00:00+00,-119.9811,38.19753,Report 1301: Three witnesses have daytime sighting near Strawberry Class A; Tuolumne County,POINT (-119.9811 38.19753)
1176,1999/03/04 00:00:00+00,-122.4306,41.45833,Report 1391: Man has late night sighting north of Redding Class A; Siskiyou County,POINT (-122.4306 41.45833)
1177,1966/09/01 00:00:00+00,-122.3839,41.42806,Report 1473: Family has early evening sighting near Weed Class A; Siskiyou County,POINT (-122.3839 41.42806)
1178,1977/07/01 00:00:00+00,-119.2642,38.04806,Report 1510: Brothers have early evening sighting near Lee Vining Class A; Mono County,POINT (-119.2642 38.04806)
1179,1978/10/01 00:00:00+00,-122.7325,40.63556,Report 1653: Husband and wife have late night sighting on Highway 299 Class A; Shasta County,POINT (-122.7325 40.63556)
1180,1983/10/25 00:00:00+00,-120.2339,38.03898,Report 1919: Friends have night sighting above Sonora Class A; Tuolumne County,POINT (-120.2339 38.03898)
1181,1987/05/31 00:00:00+00,-118.1303,36.05278,Report 2794: Woman has early evening sighting near Kennedy Meadows Class A; Tulare County,POINT (-118.1303 36.05278)
1182,1993/06/15 00:00:00+00,-119.8633,38.26661,Report 2886: A Wildlife Biologist observes a large upright walking animal near Pinecrest Class A; Tuolumne County,POINT (-119.8633 38.26661)
1183,1944/08/01 00:00:00+00,-122.9958,41.82417,Report 2896: Sister and brother see 3 creatures near Yreka Class A; Siskiyou County,POINT (-122.9958 41.82417)
1184,2000/07/20 00:00:00+00,-123.1317,41.3657,Report 2928: Eighteen campers find hut; videotape distressed bigfoot walking down mountain ridge Class A; Siskiyou County,POINT (-123.1317 41.3657)
1185,1991/01/01 00:00:00+00,-122.5833,38.25583,Report 3169: Man sees creature crossing road near Petaluma Class A; Sonoma County,POINT (-122.5833 38.25583)
1186,1978/06/01 00:00:00+00,-120.8908,39.21278,Report 3421: Family has unusual experience outside Grass Valley Class A; Nevada County,POINT (-120.8908 39.21278)
1187,1998/08/01 00:00:00+00,-119.2569,37.91111,"Report 3672: Late night sighting by motorists travelling through Tioga Pass (Yosemite), a few miles beyond Crane Flat Campground Class A; Tuolumne County",POINT (-119.2569 37.91111)
1188,1993/07/04 00:00:00+00,-116.8625,33.2675,Report 4446: Daytime sighting by hiker on La Jolla Indian Reservation. Class A; San Diego County,POINT (-116.8625 33.2675)
1189,2001/06/15 00:00:00+00,-122.2703,41.21361,Report 4630: Afternoon sighting by hiker outside Dunsmuir Class A; Siskiyou County,POINT (-122.2703 41.21361)
1190,1956/10/01 00:00:00+00,-120.2653,39.3225,Report 4946: Teenager has daytime sighting near Truckee Class A; Nevada County,POINT (-120.2653 39.3225)
1191,1994/09/15 00:00:00+00,-121.6156,40.92911,Report 6429: Woman recalls a nighttime sighting on Hwy. 299 near Burney Class A; Shasta County,POINT (-121.6156 40.92911)
1192,1987/06/01 00:00:00+00,-123.4817,39.68833,Report 6521: Woman hears late night scream and has close encounter near Laytonville Class A; Mendocino County,POINT (-123.4817 39.68833)
1193,2003/07/20 00:00:00+00,-120.0133,38.85556,Report 6639: Couple have night sighting near Lake Tahoe Class A; El Dorado County,POINT (-120.0133 38.85556)
1194,1983/01/01 00:00:00+00,-119.9833,38.93333,Report 6746: Man has sighting after massive landslide on Highway 50 Class A; El Dorado County,POINT (-119.9833 38.93333)
1195,1963/08/01 00:00:00+00,-123.8692,40.26639,Report 6961: Teen has daytime sighting near Myers Flat Class A; Humboldt County,POINT (-123.8692 40.26639)
1196,1965/07/01 00:00:00+00,-123.8692,40.26639,Report 6963: Teens have unusual experience near Myers Flat Class A; Humboldt County,POINT (-123.8692 40.26639)
1197,1993/04/01 00:00:00+00,-121.495,36.2485,Report 7334: Daytime sightings by Forest Service employee near Arroyo Seco Class A; Monterey County,POINT (-121.495 36.2485)
1198,1977/08/01 00:00:00+00,-122.3775,40.8875,Report 7555: Two Young Fishermen Have Mid-day Encounter at Lake Shasta Class A; Shasta County,POINT (-122.3775 40.8875)
1199,1973/10/15 00:00:00+00,-122.1781,39.92778,Report 7731: Hunting Partners Have Early Morning Roadway Sighting Class A; Tehama County,POINT (-122.1781 39.92778)
1200,2004/01/04 00:00:00+00,-121.0161,39.26361,Report 7804: Family has two late night sightings near Nevada City Class A; Nevada County,POINT (-121.0161 39.26361)
1201,1974/09/01 00:00:00+00,-123.4817,39.68833,Report 7860: Hunter has daytime sighting near Dos Rios Class A; Mendocino County,POINT (-123.4817 39.68833)
1202,1972/09/15 00:00:00+00,-118.972,37.5703,Report 8487: Hiking boy has close encounter in High Sierra Class A; Inyo County,POINT (-118.972 37.5703)
1203,2003/09/01 00:00:00+00,-120.5836,38.72139,Report 8595: Man has early morning sighting near Sly Park Class A; El Dorado County,POINT (-120.5836 38.72139)
1204,1965/07/01 00:00:00+00,-121.58,39.205,Report 9202: Man remembers childhood daytime sighting along the Feather River Class A; Sutter County,POINT (-121.58 39.205)
1205,1992/07/12 00:00:00+00,-124.0,40.465,Report 9283: Early morning sighting by motorist along the Eel River Class A; Humboldt County,POINT (-124 40.465)
1206,2001/10/25 00:00:00+00,-119.2119,37.23389,Report 9296: Hunter has daytime sighting near Huntington Lake Class A; Fresno County,POINT (-119.2119 37.23389)
1207,2000/05/01 00:00:00+00,-118.7402,36.0438,Report 9357: Workers have daytime sighting on Tule River Indian Reservation Class A; Tulare County,POINT (-118.7402 36.0438)
1208,2004/08/16 00:00:00+00,-120.3275,39.31917,Report 9555: Retired Law Enforcement Officer Has Daytime Sighting Class A; Nevada County,POINT (-120.3275 39.31917)
1209,2003/12/24 00:00:00+00,-120.2434,38.0312,Report 10980: Man has late night sighting near Twain Harte Class A; Tuolumne County,POINT (-120.2434 38.0312)
1210,2004/10/01 00:00:00+00,-121.7,37.0,Report 11162: Family has sightings and encounters in Santa Cruz mountains Class A; Santa Cruz County,POINT (-121.7 37)
1211,1997/07/15 00:00:00+00,-122.1667,40.75,"Report 11496: Lady has two Northern California sightings, over a 20year period. Class A; Shasta County",POINT (-122.1667 40.75)
1212,1988/10/15 00:00:00+00,-123.55,40.85,Report 11576: Woman has close up night sighting in car lights on Highway 299 Class A; Humboldt County,POINT (-123.55 40.85)
1213,2004/11/01 00:00:00+00,-120.6033,38.90333,Report 11656: Couple Has Early Evening Encounter Near Stumpy Meadow Reservoir Class A; El Dorado County,POINT (-120.6033 38.90333)
1214,1991/06/28 00:00:00+00,-120.201,36.7818,Report 11897: Three young adults encounter large aggressive biped while fishing the San Joaquin River Class A; Fresno County,POINT (-120.201 36.7818)
1215,2001/03/15 00:00:00+00,-122.278,40.7974,Report 11986: Daylight sighting by guide and two tourists at Lake Shasta Caverns Class A; Shasta County,POINT (-122.278 40.7974)
1216,1986/06/15 00:00:00+00,-121.7146,36.3779,Report 12292: Daylight sighting by hikers in Ventana Wilderness Class A; Monterey County,POINT (-121.7146 36.3779)
